date,terminal,volume_bbl,total_liquids_mbbl
2026-04-01,BONGA,3063742.0,3.063742
2020-01-01,BONNY,8123325.0,8.123325
2020-02-01,BONNY,8643681.173614217,8.643681173614217
2020-03-01,BONNY,9782367.48772096,9.782367487720961
2020-04-01,BONNY,8405625.0,8.405625
2020-05-01,BONNY,8321152.284945667,8.321152284945667
2020-06-01,BONNY,6842895.009979403,6.842895009979403
2020-07-01,BONNY,6286352.611577685,6.286352611577685
2020-08-01,BONNY,6237249.0,6.237249
2020-09-01,BONNY,5971336.5,5.9713365
2020-10-01,BONNY,5783002.8,5.7830028
2020-11-01,BONNY,7023892.59398761,7.02389259398761
2020-12-01,BONNY,7698348.27,7.698348269999999
2021-01-01,BONNY,8039359.925182328,8.039359925182328
2021-02-01,BONNY,6308600.0,6.3086
2021-03-01,BONNY,6235341.0,6.235341
2021-04-01,BONNY,5330718.0,5.330718
2021-05-01,BONNY,6048218.0,6.048218
2021-06-01,BONNY,5797543.886666667,5.797543886666666
2021-07-01,BONNY,4984856.0,4.984856
2021-08-01,BONNY,5966712.0,5.966712
2021-09-01,BONNY,4200211.19,4.20021119
2021-10-01,BONNY,3649760.0,3.64976
2021-11-01,BONNY,3448777.16,3.44877716
2021-12-01,BONNY,3068555.41,3.06855541
2022-01-01,BONNY,4601708.779999999,4.601708779999999
2022-02-01,BONNY,3059732.24,3.05973224
2022-03-01,BONNY,2842879.47,2.84287947
2022-04-01,BONNY,1839671.98,1.8396719799999999
2022-05-01,BONNY,1262048.25,1.26204825
2022-06-01,BONNY,1202501.19,1.20250119
2022-07-01,BONNY,939953.1699999999,0.9399531699999999
2022-08-01,BONNY,931519.11,0.93151911
2022-09-01,BONNY,213274.2,0.21327420000000002
2022-10-01,BONNY,1859776.87,1.8597768700000001
2022-11-01,BONNY,1929214.98,1.92921498
2022-12-01,BONNY,3137119.48,3.13711948
2023-01-01,BONNY,2112896.1,2.1128961
2023-02-01,BONNY,2746421.48,2.74642148
2023-03-01,BONNY,3897346.62,3.89734662
2023-04-01,BONNY,3087407.02,3.08740702
2023-05-01,BONNY,3613807.22,3.61380722
2023-06-01,BONNY,3326595.03,3.32659503
2023-07-01,BONNY,2351031.4299999997,2.35103143
2023-08-01,BONNY,3962248.98,3.96224898
2023-09-01,BONNY,4213683.0,4.213683
2023-10-01,BONNY,4563571.0,4.563571
2023-11-01,BONNY,3573539.91,3.57353991
2023-12-01,BONNY,6351981.16,6.35198116
2024-01-01,BONNY,7171441.125761173,7.171441125761173
2024-02-01,BONNY,5133149.905857066,5.133149905857065
2024-03-01,BONNY,4857525.978355815,4.857525978355815
2024-04-01,BONNY,4939674.960000001,4.9396749600000005
2024-05-01,BONNY,4392097.481879417,4.392097481879417
2024-06-01,BONNY,5003579.675497038,5.003579675497038
2024-07-01,BONNY,5793524.109999999,5.793524109999999
2024-08-01,BONNY,5895004.2700000005,5.89500427
2024-09-01,BONNY,6348190.34,6.3481903399999995
2024-10-01,BONNY,6041719.102307057,6.041719102307057
2024-11-01,BONNY,7554500.875193105,7.554500875193105
2024-12-01,BONNY,7872771.318539416,7.872771318539416
2025-01-01,BONNY,8144188.0,8.144188
2025-02-01,BONNY,6368067.0,6.368067
2025-03-01,BONNY,7651558.0,7.651558
2025-04-01,BONNY,7405486.0,7.405486
2025-05-01,BONNY,7096291.0,7.096291
2025-06-01,BONNY,7167936.0,7.167936
2025-07-01,BONNY,8075179.0,8.075179
2025-08-01,BONNY,6268468.0,6.268468
2025-09-01,BONNY,6318200.0,6.3182
2025-10-01,BONNY,7934824.0,7.934824
2025-11-01,BONNY,8171046.0,8.171046
2025-12-01,BONNY,8290796.0,8.290796
2026-01-01,BONNY,7591051.0,7.591051
2026-02-01,BONNY,7729520.0,7.72952
2026-03-01,BONNY,8424925.0,8.424925
2026-04-01,BONNY,8853077.0,8.853077
2020-01-01,BRASS,2762005.0,2.762005
2020-02-01,BRASS,2741390.0,2.74139
2020-03-01,BRASS,2797023.0000000005,2.7970230000000003
2020-04-01,BRASS,3154052.396783241,3.154052396783241
2020-05-01,BRASS,3343764.962972901,3.3437649629729007
2020-06-01,BRASS,3093041.6332763317,3.0930416332763317
2020-07-01,BRASS,3273063.0,3.273063
2020-08-01,BRASS,2903311.0,2.903311
2020-09-01,BRASS,2803149.0,2.803149
2020-10-01,BRASS,2763438.0,2.763438
2020-11-01,BRASS,2178663.893661453,2.178663893661453
2020-12-01,BRASS,1969356.1183084385,1.9693561183084385
2021-01-01,BRASS,2055658.0,2.055658
2021-02-01,BRASS,1967277.0,1.967277
2021-03-01,BRASS,1791505.0010000002,1.7915050010000002
2021-04-01,BRASS,1740411.0,1.740411
2021-05-01,BRASS,1453082.0,1.453082
2021-06-01,BRASS,1193748.0,1.193748
2021-07-01,BRASS,1205772.0,1.205772
2021-08-01,BRASS,1544977.0,1.544977
2021-09-01,BRASS,1676622.0,1.676622
2021-10-01,BRASS,1450535.0,1.450535
2021-11-01,BRASS,1316127.0,1.316127
2021-12-01,BRASS,1542549.0,1.542549
2022-01-01,BRASS,1726182.0,1.726182
2022-02-01,BRASS,1564212.0,1.564212
2022-03-01,BRASS,1265067.0,1.265067
2022-04-01,BRASS,1186153.0,1.186153
2022-05-01,BRASS,1122008.0,1.122008
2022-06-01,BRASS,924882.0,0.924882
2022-07-01,BRASS,380769.0,0.380769
2022-08-01,BRASS,329232.0,0.329232
2022-09-01,BRASS,192477.0,0.192477
2022-10-01,BRASS,381119.0,0.381119
2022-11-01,BRASS,431672.0,0.431672
2022-12-01,BRASS,626208.0,0.626208
2023-01-01,BRASS,765599.0,0.765599
2023-02-01,BRASS,1044023.0,1.044023
2023-03-01,BRASS,970470.0,0.97047
2023-04-01,BRASS,908371.0,0.908371
2023-05-01,BRASS,1195728.0,1.195728
2023-06-01,BRASS,1120057.0,1.120057
2023-07-01,BRASS,987114.0,0.987114
2023-08-01,BRASS,868654.0,0.868654
2023-09-01,BRASS,664962.0,0.664962
2023-10-01,BRASS,588640.0,0.58864
2023-11-01,BRASS,778085.0,0.778085
2023-12-01,BRASS,774783.0,0.774783
2024-01-01,BRASS,886444.0,0.886444
2024-02-01,BRASS,752872.0,0.752872
2024-03-01,BRASS,868427.5,0.8684275
2024-04-01,BRASS,778046.0,0.778046
2024-05-01,BRASS,788916.3,0.7889163
2024-06-01,BRASS,792536.0,0.792536
2024-07-01,BRASS,813530.0,0.81353
2024-08-01,BRASS,882379.0,0.882379
2024-09-01,BRASS,1086026.5,1.0860265
2024-10-01,BRASS,1051803.2135051584,1.0518032135051585
2024-11-01,BRASS,954638.4851013303,0.9546384851013303
2024-12-01,BRASS,1085961.7770596733,1.0859617770596732
2025-01-01,BRASS,1050941.0,1.050941
2025-02-01,BRASS,876028.0,0.876028
2025-03-01,BRASS,1117628.0,1.117628
2025-04-01,BRASS,747087.0,0.747087
2025-05-01,BRASS,1032739.0,1.032739
2025-06-01,BRASS,877975.0,0.877975
2025-07-01,BRASS,1115323.0,1.115323
2025-08-01,BRASS,1155585.0,1.155585
2025-09-01,BRASS,1152687.0,1.152687
2025-10-01,BRASS,1167207.0,1.167207
2025-11-01,BRASS,1207126.0,1.207126
2025-12-01,BRASS,1179197.0,1.179197
2026-01-01,BRASS,1235969.0,1.235969
2026-02-01,BRASS,1244544.0,1.244544
2026-03-01,BRASS,1378394.0,1.378394
2026-04-01,BRASS,1245046.0,1.245046
2026-01-01,CAWTHORNE,382689.0,0.382689
2026-02-01,CAWTHORNE,460588.0,0.460588
2026-03-01,CAWTHORNE,743168.0,0.743168
2026-04-01,CAWTHORNE,929055.0,0.929055
2020-01-01,EBOK,476424.0,0.476424
2020-02-01,EBOK,405782.0,0.405782
2020-03-01,EBOK,418271.0,0.418271
2020-04-01,EBOK,418650.0,0.41865
2020-05-01,EBOK,437876.0,0.437876
2020-06-01,EBOK,430667.0,0.430667
2020-07-01,EBOK,401753.0,0.401753
2020-08-01,EBOK,347230.0,0.34723
2020-09-01,EBOK,346395.0,0.346395
2020-10-01,EBOK,384422.0,0.384422
2020-11-01,EBOK,296739.0,0.296739
2020-12-01,EBOK,347583.0,0.347583
2021-01-01,EBOK,397575.0,0.397575
2021-02-01,EBOK,265640.0,0.26564
2021-03-01,EBOK,300177.0,0.300177
2021-04-01,EBOK,361846.0,0.361846
2021-05-01,EBOK,349799.0,0.349799
2021-06-01,EBOK,353681.0,0.353681
2021-07-01,EBOK,383425.0,0.383425
2021-08-01,EBOK,304301.0,0.304301
2021-09-01,EBOK,359809.0,0.359809
2021-10-01,EBOK,383271.0,0.383271
2021-11-01,EBOK,366223.0,0.366223
2021-12-01,EBOK,361678.0,0.361678
2022-01-01,EBOK,299051.0,0.299051
2022-02-01,EBOK,215073.0,0.215073
2022-03-01,EBOK,345701.0,0.345701
2022-04-01,EBOK,324380.0,0.32438
2022-05-01,EBOK,340512.0,0.340512
2022-06-01,EBOK,301301.0,0.301301
2022-07-01,EBOK,330431.0,0.330431
2022-08-01,EBOK,294952.0,0.294952
2022-09-01,EBOK,342807.0,0.342807
2022-10-01,EBOK,314550.0,0.31455
2022-11-01,EBOK,289852.0,0.289852
2022-12-01,EBOK,267901.0,0.267901
2023-01-01,EBOK,305617.0,0.305617
2023-02-01,EBOK,261598.0,0.261598
2023-03-01,EBOK,289204.0,0.289204
2023-04-01,EBOK,209017.0,0.209017
2023-05-01,EBOK,292661.0,0.292661
2023-06-01,EBOK,270584.0,0.270584
2023-07-01,EBOK,329558.0,0.329558
2023-08-01,EBOK,362944.0,0.362944
2023-09-01,EBOK,328010.0,0.32801
2023-10-01,EBOK,337921.0,0.337921
2023-11-01,EBOK,330161.0,0.330161
2023-12-01,EBOK,337241.0,0.337241
2024-01-01,EBOK,360854.0,0.360854
2024-02-01,EBOK,313325.0,0.313325
2024-03-01,EBOK,373269.0,0.373269
2024-04-01,EBOK,256863.0,0.256863
2024-05-01,EBOK,346614.0,0.346614
2024-06-01,EBOK,306143.0,0.306143
2024-07-01,EBOK,362670.0,0.36267
2024-08-01,EBOK,310976.0,0.310976
2024-09-01,EBOK,288735.0,0.288735
2024-10-01,EBOK,328394.0,0.328394
2024-11-01,EBOK,287304.0,0.287304
2024-12-01,EBOK,323281.0,0.323281
2025-01-01,EBOK,283239.0,0.283239
2025-02-01,EBOK,278452.0,0.278452
2025-03-01,EBOK,286394.0,0.286394
2025-04-01,EBOK,275731.0,0.275731
2025-05-01,EBOK,296667.0,0.296667
2025-06-01,EBOK,280451.0,0.280451
2025-07-01,EBOK,298184.0,0.298184
2025-08-01,EBOK,308011.0,0.308011
2025-09-01,EBOK,282152.0,0.282152
2025-10-01,EBOK,292223.0,0.292223
2025-11-01,EBOK,117096.0,0.117096
2025-12-01,EBOK,271376.0,0.271376
2026-01-01,EBOK,255638.0,0.255638
2026-02-01,EBOK,223221.0,0.223221
2026-03-01,EBOK,233122.0,0.233122
2026-04-01,EBOK,222558.0,0.222558
2020-01-01,EGINA,6258028.0,6.258028
2020-02-01,EGINA,5835557.0,5.835557
2020-03-01,EGINA,6242311.0,6.242311
2020-04-01,EGINA,5579805.0,5.579805
2020-05-01,EGINA,4438438.0,4.438438
2020-06-01,EGINA,3818473.0,3.818473
2020-07-01,EGINA,4273725.0,4.273725
2020-08-01,EGINA,4207861.0,4.207861
2020-09-01,EGINA,3847672.0,3.847672
2020-10-01,EGINA,4199852.0,4.199852
2020-11-01,EGINA,3837487.0,3.837487
2020-12-01,EGINA,3834812.0,3.834812
2021-01-01,EGINA,4854128.0,4.854128
2021-02-01,EGINA,4058361.0,4.058361
2021-03-01,EGINA,4750020.0,4.75002
2021-04-01,EGINA,4919733.0,4.919733
2021-05-01,EGINA,4744154.0,4.744154
2021-06-01,EGINA,5065928.0,5.065928
2021-07-01,EGINA,5171939.0,5.171939
2021-08-01,EGINA,5087746.0,5.087746
2021-09-01,EGINA,4814054.0,4.814054
2021-10-01,EGINA,4629079.0,4.629079
2021-11-01,EGINA,4648819.0,4.648819
2021-12-01,EGINA,4847827.0,4.847827
2022-01-01,EGINA,4677790.0,4.67779
2022-02-01,EGINA,4136408.0,4.136408
2022-03-01,EGINA,4503669.0,4.503669
2022-04-01,EGINA,4242795.0,4.242795
2022-05-01,EGINA,4445631.0,4.445631
2022-06-01,EGINA,4116791.0,4.116791
2022-07-01,EGINA,3875580.0,3.87558
2022-08-01,EGINA,3484854.0,3.484854
2022-09-01,EGINA,3316063.0,3.316063
2022-10-01,EGINA,3440320.0,3.44032
2022-11-01,EGINA,3406573.0,3.406573
2022-12-01,EGINA,3380045.0,3.380045
2023-01-01,EGINA,3230325.0,3.230325
2023-02-01,EGINA,2771429.0,2.771429
2023-03-01,EGINA,3041482.0,3.041482
2023-04-01,EGINA,2737981.0,2.737981
2023-05-01,EGINA,2682264.0,2.682264
2023-06-01,EGINA,2777366.0,2.777366
2023-07-01,EGINA,2959962.0,2.959962
2023-08-01,EGINA,2934081.0,2.934081
2023-09-01,EGINA,2795063.0,2.795063
2023-10-01,EGINA,2866010.0,2.86601
2023-11-01,EGINA,2321635.0,2.321635
2023-12-01,EGINA,2816597.0,2.816597
2024-01-01,EGINA,2881704.0,2.881704
2024-02-01,EGINA,2610000.0,2.61
2024-03-01,EGINA,2727454.0,2.727454
2024-04-01,EGINA,2621045.0,2.621045
2024-05-01,EGINA,2500871.0,2.500871
2024-06-01,EGINA,2450116.0,2.450116
2024-07-01,EGINA,2421372.0,2.421372
2024-08-01,EGINA,2313456.0,2.313456
2024-09-01,EGINA,2267660.0,2.26766
2024-10-01,EGINA,2264742.0,2.264742
2024-11-01,EGINA,2182648.0,2.182648
2024-12-01,EGINA,2202202.0,2.202202
2025-01-01,EGINA,2154382.0,2.154382
2025-02-01,EGINA,1865708.0,1.865708
2025-03-01,EGINA,2201323.0,2.201323
2025-04-01,EGINA,1917489.0,1.917489
2025-05-01,EGINA,1994991.0,1.994991
2025-06-01,EGINA,1877766.0,1.877766
2025-07-01,EGINA,2119176.0,2.119176
2025-08-01,EGINA,1859576.0,1.859576
2025-09-01,EGINA,1850074.0,1.850074
2025-10-01,EGINA,1731560.0,1.73156
2025-11-01,EGINA,1597919.0,1.597919
2025-12-01,EGINA,1689231.0,1.689231
2026-01-01,EGINA,1541227.0,1.541227
2026-02-01,EGINA,1506522.0,1.506522
2026-03-01,EGINA,1599683.0,1.599683
2026-04-01,EGINA,1467147.0,1.467147
2020-01-01,ERHA,2726847.0,2.726847
2020-02-01,ERHA,2702018.0,2.702018
2020-03-01,ERHA,2739428.0,2.739428
2020-04-01,ERHA,2285123.0,2.285123
2020-05-01,ERHA,2221439.7,2.2214397000000004
2020-06-01,ERHA,1642287.0,1.642287
2020-07-01,ERHA,632274.0,0.632274
2020-08-01,ERHA,1985046.0,1.985046
2020-09-01,ERHA,1546750.0,1.54675
2020-10-01,ERHA,1507902.0,1.507902
2020-11-01,ERHA,2267203.0,2.267203
2020-12-01,ERHA,1346527.0,1.346527
2021-01-01,ERHA,2205161.0,2.205161
2021-02-01,ERHA,1806980.0,1.80698
2021-03-01,ERHA,1736967.0,1.736967
2021-04-01,ERHA,2129519.0,2.129519
2021-05-01,ERHA,2163921.0,2.163921
2021-06-01,ERHA,1910445.0,1.910445
2021-07-01,ERHA,2210733.0,2.210733
2021-08-01,ERHA,2162498.0,2.162498
2021-09-01,ERHA,1448285.0,1.448285
2021-10-01,ERHA,100942.0,0.100942
2021-11-01,ERHA,1593553.0,1.593553
2021-12-01,ERHA,2128722.0,2.128722
2022-01-01,ERHA,2284286.0,2.284286
2022-02-01,ERHA,1790989.0,1.790989
2022-03-01,ERHA,2248717.0,2.248717
2022-04-01,ERHA,2067653.0,2.067653
2022-05-01,ERHA,1304272.0,1.304272
2022-06-01,ERHA,2085380.0,2.08538
2022-07-01,ERHA,2123907.0,2.123907
2022-08-01,ERHA,1979774.0,1.979774
2022-09-01,ERHA,1662039.0,1.662039
2022-10-01,ERHA,1691244.0,1.691244
2022-11-01,ERHA,1629536.0,1.629536
2022-12-01,ERHA,1104619.0,1.104619
2023-01-01,ERHA,2139371.0,2.139371
2023-02-01,ERHA,1835866.0,1.835866
2023-03-01,ERHA,2372244.0,2.372244
2023-04-01,ERHA,1042818.0,1.042818
2023-05-01,ERHA,2305702.0,2.305702
2023-06-01,ERHA,2298165.0,2.298165
2023-07-01,ERHA,1875209.0,1.875209
2023-08-01,ERHA,1967155.0,1.967155
2023-09-01,ERHA,2415226.0,2.415226
2023-10-01,ERHA,2401610.0,2.40161
2023-11-01,ERHA,1507788.0,1.507788
2023-12-01,ERHA,1285529.0,1.285529
2024-01-01,ERHA,2377755.0,2.377755
2024-02-01,ERHA,2074748.0,2.074748
2024-03-01,ERHA,1964255.0,1.964255
2024-04-01,ERHA,2007966.0,2.007966
2024-05-01,ERHA,2195944.0,2.195944
2024-06-01,ERHA,2106139.0,2.106139
2024-07-01,ERHA,1825644.0,1.825644
2024-08-01,ERHA,2007406.0,2.007406
2024-09-01,ERHA,1868247.0,1.868247
2024-10-01,ERHA,2284480.0,2.28448
2024-11-01,ERHA,1900169.0,1.900169
2024-12-01,ERHA,1686459.0,1.686459
2025-01-01,ERHA,2180775.0,2.180775
2025-02-01,ERHA,1814482.0,1.814482
2025-03-01,ERHA,2244465.0,2.244465
2025-04-01,ERHA,1853711.0,1.853711
2025-05-01,ERHA,2074660.0,2.07466
2025-06-01,ERHA,2083548.0,2.083548
2025-07-01,ERHA,2232772.0,2.232772
2025-08-01,ERHA,2280798.0,2.280798
2025-09-01,ERHA,2162424.0,2.162424
2025-10-01,ERHA,2228593.0,2.228593
2025-11-01,ERHA,1670786.0,1.670786
2025-12-01,ERHA,348698.0,0.348698
2026-01-01,ERHA,2193449.0,2.193449
2026-02-01,ERHA,1898474.0,1.898474
2026-03-01,ERHA,2187840.0,2.18784
2026-04-01,ERHA,2045221.0,2.045221
2020-01-01,ESCRAVOS,5276309.0,5.276309
2020-02-01,ESCRAVOS,4997021.0,4.997021
2020-03-01,ESCRAVOS,5437509.0,5.437509
2020-04-01,ESCRAVOS,5164346.0,5.164346
2020-05-01,ESCRAVOS,4417800.0,4.4178
2020-06-01,ESCRAVOS,3867955.0,3.867955
2020-07-01,ESCRAVOS,3890632.0,3.890632
2020-08-01,ESCRAVOS,4450519.0,4.450519
2020-09-01,ESCRAVOS,3974862.0,3.974862
2020-10-01,ESCRAVOS,4430424.0,4.430424
2020-11-01,ESCRAVOS,4578309.0,4.578309
2020-12-01,ESCRAVOS,4288506.0,4.288506
2021-01-01,ESCRAVOS,4601371.0,4.601371
2021-02-01,ESCRAVOS,4242091.0,4.242091
2021-03-01,ESCRAVOS,4443378.0,4.443378
2021-04-01,ESCRAVOS,4221080.0,4.22108
2021-05-01,ESCRAVOS,4229014.0,4.229014
2021-06-01,ESCRAVOS,4094092.0,4.094092
2021-07-01,ESCRAVOS,3849025.0,3.849025
2021-08-01,ESCRAVOS,4223481.0,4.223481
2021-09-01,ESCRAVOS,4018281.0,4.018281
2021-10-01,ESCRAVOS,4164847.0,4.164847
2021-11-01,ESCRAVOS,3821705.0,3.821705
2021-12-01,ESCRAVOS,3719131.0,3.719131
2022-01-01,ESCRAVOS,3805682.0,3.805682
2022-02-01,ESCRAVOS,3419129.0,3.419129
2022-03-01,ESCRAVOS,3553018.0,3.553018
2022-04-01,ESCRAVOS,3533817.0,3.533817
2022-05-01,ESCRAVOS,4012492.0,4.012492
2022-06-01,ESCRAVOS,3717735.0,3.717735
2022-07-01,ESCRAVOS,3787808.0,3.787808
2022-08-01,ESCRAVOS,4323298.0,4.323298
2022-09-01,ESCRAVOS,3583764.0,3.583764
2022-10-01,ESCRAVOS,4532287.0,4.532287
2022-11-01,ESCRAVOS,4834238.0,4.834238
2022-12-01,ESCRAVOS,4576441.0,4.576441
2023-01-01,ESCRAVOS,4817681.0,4.817681
2023-02-01,ESCRAVOS,4104752.0,4.104752
2023-03-01,ESCRAVOS,4484197.0,4.484197
2023-04-01,ESCRAVOS,3894342.0,3.894342
2023-05-01,ESCRAVOS,4774144.0,4.774144
2023-06-01,ESCRAVOS,4475298.0,4.475298
2023-07-01,ESCRAVOS,4866131.0,4.866131
2023-08-01,ESCRAVOS,4707842.0,4.707842
2023-09-01,ESCRAVOS,4442563.0,4.442563
2023-10-01,ESCRAVOS,4234584.0,4.234584
2023-11-01,ESCRAVOS,3890073.0,3.890073
2023-12-01,ESCRAVOS,4091693.0,4.091693
2024-01-01,ESCRAVOS,4255664.167517105,4.255664167517105
2024-02-01,ESCRAVOS,3729512.8318495452,3.7295128318495454
2024-03-01,ESCRAVOS,4124522.414700139,4.124522414700139
2024-04-01,ESCRAVOS,3931462.887737197,3.931462887737197
2024-05-01,ESCRAVOS,4213410.67,4.21341067
2024-06-01,ESCRAVOS,4081344.8199149542,4.081344819914954
2024-07-01,ESCRAVOS,4465413.8512013815,4.465413851201381
2024-08-01,ESCRAVOS,4250698.785815027,4.250698785815026
2024-09-01,ESCRAVOS,4143709.335150735,4.143709335150735
2024-10-01,ESCRAVOS,4340974.87,4.34097487
2024-11-01,ESCRAVOS,4062786.44,4.06278644
2024-12-01,ESCRAVOS,3906121.051911032,3.9061210519110316
2025-01-01,ESCRAVOS,4480428.0,4.480428
2025-02-01,ESCRAVOS,3876973.0,3.876973
2025-03-01,ESCRAVOS,4407146.0,4.407146
2025-04-01,ESCRAVOS,4302483.0,4.302483
2025-05-01,ESCRAVOS,4570345.0,4.570345
2025-06-01,ESCRAVOS,4171656.0,4.171656
2025-07-01,ESCRAVOS,4473378.0,4.473378
2025-08-01,ESCRAVOS,4187959.0,4.187959
2025-09-01,ESCRAVOS,4251381.0,4.251381
2025-10-01,ESCRAVOS,4441017.0,4.441017
2025-11-01,ESCRAVOS,4130256.0,4.130256
2025-12-01,ESCRAVOS,4181639.0,4.181639
2026-01-01,ESCRAVOS,4297628.0,4.297628
2026-02-01,ESCRAVOS,3826032.0,3.826032
2026-03-01,ESCRAVOS,4465822.0,4.465822
2026-04-01,ESCRAVOS,4128713.0,4.128713
2020-01-01,FORCADOS,8324009.833447428,8.324009833447429
2020-02-01,FORCADOS,7685625.538529828,7.685625538529828
2020-03-01,FORCADOS,7251413.0,7.251413
2020-04-01,FORCADOS,8040503.977530232,8.040503977530232
2020-05-01,FORCADOS,7437262.608196518,7.4372626081965185
2020-06-01,FORCADOS,7537172.305350895,7.537172305350895
2020-07-01,FORCADOS,6935164.574122135,6.935164574122134
2020-08-01,FORCADOS,7236803.0,7.236803
2020-09-01,FORCADOS,7919463.0,7.919463
2020-10-01,FORCADOS,8779448.0,8.779448
2020-11-01,FORCADOS,8062545.0,8.062545
2020-12-01,FORCADOS,7224297.8941747695,7.22429789417477
2021-01-01,FORCADOS,7442587.505559094,7.442587505559095
2021-02-01,FORCADOS,7135016.0,7.135016
2021-03-01,FORCADOS,8160324.0,8.160324
2021-04-01,FORCADOS,6674869.0,6.674869
2021-05-01,FORCADOS,7160822.0,7.160822
2021-06-01,FORCADOS,7218000.666666666,7.218000666666666
2021-07-01,FORCADOS,6764062.0,6.764062
2021-08-01,FORCADOS,2966525.0,2.966525
2021-09-01,FORCADOS,5514364.0,5.514364
2021-10-01,FORCADOS,6698680.0,6.69868
2021-11-01,FORCADOS,7117435.64,7.11743564
2021-12-01,FORCADOS,5368172.0,5.368172
2022-01-01,FORCADOS,8383614.0,8.383614
2022-02-01,FORCADOS,6277932.0,6.277932
2022-03-01,FORCADOS,7271184.0,7.271184
2022-04-01,FORCADOS,7844573.0,7.844573
2022-05-01,FORCADOS,5188992.0,5.188992
2022-06-01,FORCADOS,5903031.0,5.903031
2022-07-01,FORCADOS,4473519.0,4.473519
2022-08-01,FORCADOS,505982.0,0.505982
2022-09-01,FORCADOS,134437.0,0.134437
2022-10-01,FORCADOS,2591429.0,2.591429
2022-11-01,FORCADOS,6856881.0,6.856881
2022-12-01,FORCADOS,7173672.0,7.173672
2023-01-01,FORCADOS,7846993.26997278,7.84699326997278
2023-02-01,FORCADOS,7325297.07371171,7.3252970737117105
2023-03-01,FORCADOS,6602796.399999999,6.602796399999999
2023-04-01,FORCADOS,5660081.9,5.660081900000001
2023-05-01,FORCADOS,6783389.000000002,6.7833890000000014
2023-06-01,FORCADOS,7969320.499999996,7.969320499999997
2023-07-01,FORCADOS,3286735.0,3.286735
2023-08-01,FORCADOS,4452692.0,4.452692
2023-09-01,FORCADOS,8239021.0,8.239021
2023-10-01,FORCADOS,7933984.0,7.933984
2023-11-01,FORCADOS,6720296.0,6.720296
2023-12-01,FORCADOS,8367350.0,8.36735
2024-01-01,FORCADOS,8736423.2,8.736423199999999
2024-02-01,FORCADOS,7840387.387052451,7.840387387052451
2024-03-01,FORCADOS,7779459.149093309,7.779459149093309
2024-04-01,FORCADOS,7145699.0,7.145699
2024-05-01,FORCADOS,7120972.644612102,7.1209726446121016
2024-06-01,FORCADOS,7068984.089873102,7.068984089873101
2024-07-01,FORCADOS,7825847.4,7.825847400000001
2024-08-01,FORCADOS,8839947.01,8.83994701
2024-09-01,FORCADOS,7331246.89651942,7.33124689651942
2024-10-01,FORCADOS,5037575.018976113,5.037575018976113
